regulation_id	cell_line	lncrna_gene_id	lncrna_core_id	lncrna_name	target_gene_id	target_core_id	target_gene_name	binding_affinity	mark_signature	mark_count	context_class	target_chromosome	target_start	target_end
804967	K562	18758	500235919	ASH1L-AS1	31114	500168071	CCDC88B	273.99	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr11	64104189	64127150
807250	HepG2	17717	43553	CATG00000043553.1	25563	500100095	SEZ6L	271.99	H3K4me1	1	active_like_non_bivalent	chr22	26740317	26745316
804976	HepG2	17429	16469	CATG00000016469.1	34546	500273318	AC018755.2	271.01	H3K4me1	1	active_like_non_bivalent	chr19	52193084	52198083
804976	K562	17429	16469	CATG00000016469.1	34546	500273318	AC018755.2	271.01	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr19	52193084	52198083
805077	K562	19113	500262420	RP11-490O6.2	26941	500115756	HPCAL1	267.02	H3K27ac | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr2	10438876	10561719
805016	HepG2	17859	57992	CATG00000057992.1	34546	500273318	AC018755.2	264.99	H3K4me1	1	active_like_non_bivalent	chr19	52193084	52198083
805016	K562	17859	57992	CATG00000057992.1	34546	500273318	AC018755.2	264.99	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr19	52193084	52198083
805089	K562	17429	16469	CATG00000016469.1	25642	500100346	CACNA1I	264.99	H3K27ac | H3K4me2	2	active_like_non_bivalent	chr22	39950078	40062246
807368	HepG2	17979	70702	CATG00000070702.1	26688	500112541	PDE10A	264.98	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr6	166218030	166223029
807934	H1-hESC	17429	16469	CATG00000016469.1	25044	500078295	ADCY2	264.0	DNase-HS | H3K27ac | H3K4me3 | H3K9me3	4	active_like_non_bivalent	chr5	7391255	7397789
805050	HepG2	17981	71168	CATG00000071168.1	18668	500230628	RP4-781K5.6	262.99	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr1	234810586	234839538
805050	K562	17981	71168	CATG00000071168.1	18668	500230628	RP4-781K5.6	262.99	H3K4me1 | H3K9me3	2	active_like_non_bivalent	chr1	234810586	234839538
805058	HepG2	18161	86133	CATG00000086133.1	29205	500145901	TNIP1	262.01	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr5	150398806	150541557
805835	K562	17413	14027	CATG00000014027.1	18579	500225783	MIAT	262.01	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr22	27034749	27068439
805039	K562	17279	183	CATG00000000183.1	18579	500225783	MIAT	262.0	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr22	27034749	27068439
805431	K562	18161	86133	CATG00000086133.1	33689	500205436	EXOC3L4	261.01	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	7	active_like_non_bivalent	chr14	103561451	103586188
822816	K562	18161	86133	CATG00000086133.1	34157	500238241	CCR12P	261.0	H3K4me1	1	active_like_non_bivalent	chr13	100067651	100090351
805078	K562	18161	86133	CATG00000086133.1	30752	500165025	SYK	260.99	H3K27ac | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr9	93604237	93609236
812198	HepG2	18199	88030	CATG00000088030.1	18665	500230587	AC093609.1	258.99	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr2	43358201	43389780
869891	K562	17716	43315	CATG00000043315.1	27452	500123106	CCDC91	255.0	H3K36me3 | H3K4me1 | H3K9me3	3	active_like_non_bivalent	chr12	28328702	28365389
805127	HepG2	18967	500255197	RP11-750H9.5	29710	500153815	CMIP	253.99	H3K36me3 | H3K4me1 | H3K4me3	3	active_like_non_bivalent	chr16	81474914	81738903
805042	HepG2	17981	71168	CATG00000071168.1	30639	500164303	ENPP6	253.0	H3K4me1	1	active_like_non_bivalent	chr4	185137520	185205378
805069	HepG2	17981	71168	CATG00000071168.1	25846	500103034	NDRG4	252.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr16	58492727	58546083
805441	K562	17979	70702	CATG00000070702.1	33218	500197653	DNAH10	252.0	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr12	123991982	123996981
807642	H1-hESC	17979	70702	CATG00000070702.1	27156	500118473	SGIP1	250.99	H3K4me1	1	active_like_non_bivalent	chr1	67096270	67110019
805022	HepG2	18170	86800	CATG00000086800.1	32819	500187664	HAPLN4	250.99	DNase-HS | H3K27ac | H3K4me1 | H3K4me3	4	active_like_non_bivalent	chr19	19370875	19377113
812038	K562	18640	500228956	AC144521.1	33136	500197183	C20orf112	250.0	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr20	31033706	31177102
805711	H1-hESC	17717	43553	CATG00000043553.1	25044	500078295	ADCY2	249.98	DNase-HS | H3K27ac | H3K4me3 | H3K9me3	4	active_like_non_bivalent	chr5	7391255	7397789
805129	HepG2	17297	2237	CATG00000002237.1	18477	500145063	AC062028.1	249.0	H3K4me1	1	active_like_non_bivalent	chr2	11250350	11276399
804995	K562	18170	86800	CATG00000086800.1	33218	500197653	DNAH10	248.01	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr12	123991982	123996981
805021	H1-hESC	17981	71168	CATG00000071168.1	28856	500141404	GNAL	247.0	DNase-HS | H3K4me3	2	active_like_non_bivalent	chr18	11685789	11691055
805238	K562	17717	43553	CATG00000043553.1	29533	500151276	MAGI1	247.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2	4	active_like_non_bivalent	chr3	65517074	65538675
805071	HepG2	17859	57992	CATG00000057992.1	25084	500078814	MYH7B	246.01	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr20	33561934	33589867
805346	K562	17717	43553	CATG00000043553.1	33218	500197653	DNAH10	246.01	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr12	123991982	123996981
805106	HepG2	18363	103117	CATG00000103117.1	26352	500108852	MPP2	245.0	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr17	41955760	41990535
805945	HepG2	17796	52211	CATG00000052211.1	25379	500090316	MAEA	244.01	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr4	1280183	1333803
946680	K562	17429	16469	CATG00000016469.1	29418	500149557	FEZ1	244.01	H3K4me1	1	active_like_non_bivalent	chr11	125319927	125369661
805542	K562	17717	43553	CATG00000043553.1	30534	500163633	C4orf36	244.0	H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr4	87810946	87861192
809069	K562	18640	500228956	AC144521.1	29328	500148400	NOTCH1	243.98	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr9	139389238	139444000
805879	H1-hESC	17979	70702	CATG00000070702.1	34116	500234965	SHISA8	243.01	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr22	42305073	42314578
805059	HepG2	18170	86800	CATG00000086800.1	24273	500010282	HHATL	243.01	H3K4me1	1	active_like_non_bivalent	chr3	42734241	42758280
805879	K562	17979	70702	CATG00000070702.1	34116	500234965	SHISA8	243.01	DNase-HS | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr22	42305073	42314578
805519	K562	18397	106714	CATG00000106714.1	32044	500178623	GPR35	243.0	H3K4me1	1	active_like_non_bivalent	chr2	241534316	241568035
805413	HepG2	17979	70702	CATG00000070702.1	32819	500187664	HAPLN4	241.99	DNase-HS | H3K27ac | H3K4me1 | H3K4me3	4	active_like_non_bivalent	chr19	19370875	19377113
805249	HepG2	17717	43553	CATG00000043553.1	31693	500173320	STOX2	241.01	H3K4me1	1	active_like_non_bivalent	chr4	184771079	184776078
805188	HepG2	17717	43553	CATG00000043553.1	32819	500187664	HAPLN4	240.01	DNase-HS | H3K27ac | H3K4me1 | H3K4me3	4	active_like_non_bivalent	chr19	19370875	19377113
805875	K562	17540	25410	CATG00000025410.1	27047	500116852	KIF21B	240.01	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr1	200936920	200996303
813182	H1-hESC	18473	500105663	KMT2B	34157	500238241	CCR12P	239.98	DNase-HS | H3K27ac	2	active_like_non_bivalent	chr13	100067651	100090351
813182	K562	18473	500105663	KMT2B	34157	500238241	CCR12P	239.98	H3K4me1	1	active_like_non_bivalent	chr13	100067651	100090351
805087	HepG2	18170	86800	CATG00000086800.1	28918	500142611	PRDM16	239.01	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr1	3331306	3342978
806738	HepG2	17979	70702	CATG00000070702.1	24273	500010282	HHATL	238.99	H3K4me1	1	active_like_non_bivalent	chr3	42734241	42758280
808048	H1-hESC	17717	43553	CATG00000043553.1	27156	500118473	SGIP1	238.01	H3K4me1	1	active_like_non_bivalent	chr1	67096270	67110019
805593	K562	17979	70702	CATG00000070702.1	34507	500270299	RP5-850E9.3	238.01	H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr20	654947	659946
808349	H1-hESC	18271	93280	CATG00000093280.1	25044	500078295	ADCY2	237.02	H3K27ac | H3K4me3 | H3K9me3	3	active_like_non_bivalent	chr5	7391255	7397789
805014	K562	18397	106714	CATG00000106714.1	31114	500168071	CCDC88B	237.02	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr11	64104189	64127150
805515	H1-hESC	17979	70702	CATG00000070702.1	18593	500226496	LINC00323	237.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr21	42518491	42544231
805515	HepG2	17979	70702	CATG00000070702.1	18593	500226496	LINC00323	237.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr21	42518491	42544231
817175	K562	17642	35185	CATG00000035185.1	34157	500238241	CCR12P	236.99	H3K4me1	1	active_like_non_bivalent	chr13	100067651	100090351
805082	HepG2	17285	944	CATG00000000944.1	29784	500155093	PTPRN2	236.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr7	158108189	158113909
805860	HepG2	17297	2237	CATG00000002237.1	33665	500204991	SPIRE2	236.0	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr16	89974022	89979021
806945	HepG2	17979	70702	CATG00000070702.1	30134	500160145	KALRN	235.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr3	123747803	123753716
913321	HepG2	17642	35185	CATG00000035185.1	30146	500160185	UBASH3A	233.99	H3K4me1	1	active_like_non_bivalent	chr21	43820534	43837001
913321	K562	17642	35185	CATG00000035185.1	30146	500160185	UBASH3A	233.99	H3K27ac | H3K36me3 | H3K4me1 | H3K9ac	4	active_like_non_bivalent	chr21	43820534	43837001
805085	K562	18170	86800	CATG00000086800.1	18579	500225783	MIAT	233.0	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr22	27034749	27068439
808463	K562	17979	70702	CATG00000070702.1	17979	70702	CATG00000070702.1	233.0	H3K4me1 | H3K9me3	2	active_like_non_bivalent	chr1	110196629	110202367
805743	HepG2	18173	87322	CATG00000087322.1	26688	500112541	PDE10A	232.99	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr6	166218030	166223029
814426	HepG2	18640	500228956	AC144521.1	34091	500232810	TNF	232.99	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr6	31539843	31547899
814586	HepG2	18640	500228956	AC144521.1	18199	88030	CATG00000088030.1	232.99	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr6	31543613	31549603
805475	H1-hESC	18416	109156	CATG00000109156.1	32448	500183473	SSTR3	231.01	H3K27ac | H3K4me3	2	active_like_non_bivalent	chr22	37606944	37611943
805475	HepG2	18416	109156	CATG00000109156.1	32448	500183473	SSTR3	231.01	H3K27ac | H3K4me1 | H3K4me3	3	active_like_non_bivalent	chr22	37606944	37611943
805458	H1-hESC	17979	70702	CATG00000070702.1	29583	500151914	DST	231.0	H3K4me1	1	active_like_non_bivalent	chr6	56326450	56823315
808633	H1-hESC	17540	25410	CATG00000025410.1	27520	500124508	BTN2A2	231.0	H3K4me3	1	active_like_non_bivalent	chr6	26379855	26391834
837556	H1-hESC	18479	500157152	SYN2	25044	500078295	ADCY2	231.0	DNase-HS | H3K27ac | H3K4me3 | H3K9me3	4	active_like_non_bivalent	chr5	7391255	7397789
805199	HepG2	18967	500255197	RP11-750H9.5	33429	500198873	GRK5	231.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr10	121151197	121157178
808633	HepG2	17540	25410	CATG00000025410.1	27520	500124508	BTN2A2	231.0	H3K27ac | H3K4me1 | H3K4me3	3	active_like_non_bivalent	chr6	26379855	26391834
808633	K562	17540	25410	CATG00000025410.1	27520	500124508	BTN2A2	231.0	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr6	26379855	26391834
805547	HepG2	18173	87322	CATG00000087322.1	28233	500135250	SRPK2	230.99	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr7	105027856	105043304
805176	K562	18416	109156	CATG00000109156.1	30810	500165661	QSOX2	230.99	H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K9ac	5	active_like_non_bivalent	chr9	139109121	139141158
805547	K562	18173	87322	CATG00000087322.1	28233	500135250	SRPK2	230.99	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr7	105027856	105043304
806096	HepG2	18173	87322	CATG00000087322.1	24273	500010282	HHATL	230.01	H3K4me1	1	active_like_non_bivalent	chr3	42734241	42758280
805081	HepG2	18417	109197	CATG00000109197.1	25100	500079805	DNM2	230.0	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr19	10825256	10942496
808748	HepG2	18271	93280	CATG00000093280.1	32819	500187664	HAPLN4	230.0	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr19	19370875	19377113
805081	K562	18417	109197	CATG00000109197.1	25100	500079805	DNM2	230.0	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr19	10825256	10942496
805455	H1-hESC	17717	43553	CATG00000043553.1	34116	500234965	SHISA8	229.01	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr22	42305073	42314578
805455	K562	17717	43553	CATG00000043553.1	34116	500234965	SHISA8	229.01	DNase-HS | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr22	42305073	42314578
806785	H1-hESC	18330	99849	CATG00000099849.1	18675	500230960	RP5-1086L22.1	228.99	H3K4me3	1	active_like_non_bivalent	chr6	170542892	170575321
815345	H1-hESC	18473	500105663	KMT2B	17872	58706	CATG00000058706.1	228.99	DNase-HS | H3K36me3 | H3K4me1 | H3K9me3	4	active_like_non_bivalent	chr22	41485917	41490916
806785	HepG2	18330	99849	CATG00000099849.1	18675	500230960	RP5-1086L22.1	228.99	H3K27ac | H3K4me1 | H3K4me3	3	active_like_non_bivalent	chr6	170542892	170575321
807440	HepG2	17669	38727	CATG00000038727.1	30146	500160185	UBASH3A	228.99	H3K4me1	1	active_like_non_bivalent	chr21	43820534	43837001
815345	HepG2	18473	500105663	KMT2B	17872	58706	CATG00000058706.1	228.99	DNase-HS | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr22	41485917	41490916
807440	K562	17669	38727	CATG00000038727.1	30146	500160185	UBASH3A	228.99	H3K27ac | H3K36me3 | H3K4me1 | H3K9ac	4	active_like_non_bivalent	chr21	43820534	43837001
815345	K562	18473	500105663	KMT2B	17872	58706	CATG00000058706.1	228.99	DNase-HS | H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac	6	active_like_non_bivalent	chr22	41485917	41490916
805898	H1-hESC	17979	70702	CATG00000070702.1	25044	500078295	ADCY2	228.98	DNase-HS | H3K27ac | H3K4me3 | H3K9me3	4	active_like_non_bivalent	chr5	7391255	7397789
805405	K562	18967	500255197	RP11-750H9.5	26227	500107263	RAPGEF1	228.98	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr9	134463861	134618963
805121	K562	17835	56036	CATG00000056036.1	25289	500087266	SH3BP2	228.01	H3K27ac | H3K4me1 | H3K4me2 | H3K9ac	4	active_like_non_bivalent	chr4	2791272	2835585
805157	K562	18473	500105663	KMT2B	33168	500197442	MAP3K5	226.01	DNase-HS | H3K27ac | H3K36me3 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	7	active_like_non_bivalent	chr6	137111640	137118150
807653	HepG2	17979	70702	CATG00000070702.1	25563	500100095	SEZ6L	225.99	H3K4me1	1	active_like_non_bivalent	chr22	26740317	26745316
818803	HepG2	18473	500105663	KMT2B	17727	44539	CATG00000044539.1	225.01	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr2	128162373	128167372
805749	K562	18173	87322	CATG00000087322.1	34507	500270299	RP5-850E9.3	225.0	H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr20	654947	659946
805321	K562	17717	43553	CATG00000043553.1	31558	500171962	LRRC48	224.99	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr17	17872688	17911976
808784	K562	18454	117227	CATG00000117227.1	33218	500197653	DNAH10	224.98	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr12	123991982	123996981
805661	HepG2	17717	43553	CATG00000043553.1	33547	500204314	PRRT1	224.02	H3K36me3 | H3K4me1	2	active_like_non_bivalent	chr6	32115975	32126017
805661	K562	17717	43553	CATG00000043553.1	33547	500204314	PRRT1	224.02	H3K27ac | H3K36me3 | H3K4me1	3	active_like_non_bivalent	chr6	32115975	32126017
807135	H1-hESC	17717	43553	CATG00000043553.1	29977	500157851	DPYSL5	224.01	H3K4me1	1	active_like_non_bivalent	chr2	27144251	27156007
807135	HepG2	17717	43553	CATG00000043553.1	29977	500157851	DPYSL5	224.01	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr2	27144251	27156007
805128	H1-hESC	17981	71168	CATG00000071168.1	17753	47024	CATG00000047024.1	224.0	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr2	232273768	232278767
807113	K562	18967	500255197	RP11-750H9.5	33288	500198055	GRK6	224.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	7	active_like_non_bivalent	chr5	176826225	176864953
805047	K562	17285	944	CATG00000000944.1	33218	500197653	DNAH10	223.99	H3K27ac | H3K36me3	2	active_like_non_bivalent	chr12	123991982	123996981
822587	H1-hESC	18473	500105663	KMT2B	31169	500168461	RAB31	222.98	DNase-HS | H3K4me3	2	active_like_non_bivalent	chr18	9704801	9709800
822587	HepG2	18473	500105663	KMT2B	31169	500168461	RAB31	222.98	H3K4me3	1	active_like_non_bivalent	chr18	9704801	9709800
822587	K562	18473	500105663	KMT2B	31169	500168461	RAB31	222.98	DNase-HS | H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	7	active_like_non_bivalent	chr18	9704801	9709800
807766	K562	18233	90176	CATG00000090176.1	28962	500143226	FCGR2A	222.0	H3K4me1 | H3K4me2 | H3K9ac	3	active_like_non_bivalent	chr1	161466260	161584003
818807	K562	17717	43553	CATG00000043553.1	17979	70702	CATG00000070702.1	222.0	H3K4me1 | H3K9me3	2	active_like_non_bivalent	chr1	110196629	110202367
805018	H1-hESC	18397	106714	CATG00000106714.1	25385	500090372	STRN4	221.98	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr19	47224701	47253702
805019	H1-hESC	18397	106714	CATG00000106714.1	26039	500105287	PRKD2	221.98	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr19	47199107	47243645
805018	HepG2	18397	106714	CATG00000106714.1	25385	500090372	STRN4	221.98	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr19	47224701	47253702
805019	HepG2	18397	106714	CATG00000106714.1	26039	500105287	PRKD2	221.98	H3K27ac | H3K36me3 | H3K4me3	3	active_like_non_bivalent	chr19	47199107	47243645
843582	HepG2	18454	117227	CATG00000117227.1	32819	500187664	HAPLN4	221.0	DNase-HS | H3K27ac | H3K4me1 | H3K4me3	4	active_like_non_bivalent	chr19	19370875	19377113
810761	K562	18416	109156	CATG00000109156.1	30314	500162599	NFIA	221.0	DNase-HS | H3K27ac | H3K36me3 | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac | H3K9me3	8	active_like_non_bivalent	chr1	61512248	61520989
805424	HepG2	17979	70702	CATG00000070702.1	31693	500173320	STOX2	220.99	H3K4me1	1	active_like_non_bivalent	chr4	184771079	184776078
807432	H1-hESC	17979	70702	CATG00000070702.1	29977	500157851	DPYSL5	220.01	H3K4me1	1	active_like_non_bivalent	chr2	27144251	27156007
805222	HepG2	18170	86800	CATG00000086800.1	24006	71563	CATG00000071563.1	220.01	H3K27ac | H3K4me1	2	active_like_non_bivalent	chr4	809534	818802
807432	HepG2	17979	70702	CATG00000070702.1	29977	500157851	DPYSL5	220.01	DNase-HS | H3K4me1	2	active_like_non_bivalent	chr2	27144251	27156007
805565	K562	17979	70702	CATG00000070702.1	31558	500171962	LRRC48	220.01	H3K27ac | H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	5	active_like_non_bivalent	chr17	17872688	17911976
806776	K562	18170	86800	CATG00000086800.1	34507	500270299	RP5-850E9.3	220.01	H3K4me1 | H3K4me2 | H3K4me3 | H3K9ac	4	active_like_non_bivalent	chr20	654947	659946
