lncrna_core_id	target_core_id	lncrna_symbol	target_symbol	human	chimp	macaque	marmoset	conservation_label	conservation_count	supporting_regulation_count	mean_ba	max_ba
72	500114861	CATG00000000072.1	FOXP1	1	1	0	0	1100	2	13	63.922308	106.99
72	500115267	CATG00000000072.1	IFIH1	1	1	0	0	1100	2	2	72.0	88.0
72	500121594	CATG00000000072.1	CD80	1	0	0	0	1000	1	1	60.0	60.0
72	500134242	CATG00000000072.1	PTPN22	1	0	0	0	1000	1	1	80.0	80.0
72	500158805	CATG00000000072.1	ZNF276	1	1	0	0	1100	2	2	67.5	79.0
72	500160185	CATG00000000072.1	UBASH3A	1	1	0	0	1100	2	2	62.0	66.0
72	500179344	CATG00000000072.1	HLA-DQB1	1	0	0	0	1000	1	2	58.5	61.0
72	500196126	CATG00000000072.1	HLA-DRB1	1	0	0	0	1000	1	2	54.5	56.0
72	500196301	CATG00000000072.1	HLA-DRB9	1	0	0	0	1000	1	2	75.5	96.0
72	500196735	CATG00000000072.1	HLA-DQA1	1	1	0	0	1100	2	2	56.5	57.0
72	500198502	CATG00000000072.1	HLA-DRB5	1	0	0	0	1000	1	4	62.25	71.0
72	500204472	CATG00000000072.1	AIF1	1	0	0	0	1000	1	1	58.0	58.0
72	500213654	CATG00000000072.1	GPSM3	1	0	0	0	1000	1	1	57.0	57.0
72	500229391	CATG00000000072.1	HLA-DRB6	1	0	0	0	1000	1	2	55.5	56.0
72	500249141	CATG00000000072.1	RP11-514O12.4	1	0	0	0	1000	1	1	81.99	81.99
72	500251916	CATG00000000072.1	RNU1-61P	1	0	0	0	1000	1	1	59.0	59.0
72	500265236	CATG00000000072.1	SNORD84	1	0	0	0	1000	1	1	57.0	57.0
183	82298	CATG00000000183.1	CATG00000082298.1	1	0	0	0	1000	1	1	65.0	65.0
183	500008869	CATG00000000183.1	HEATR5B	1	0	0	0	1000	1	1	57.0	57.0
183	500047936	CATG00000000183.1	ROS1	1	0	0	0	1000	1	1	56.0	56.0
183	500055118	CATG00000000183.1	KCNH2	1	0	0	0	1000	1	1	88.99	88.99
183	500058335	CATG00000000183.1	RASGRF1	1	0	0	0	1000	1	1	348.02	348.02
183	500068615	CATG00000000183.1	REEP1	1	0	0	0	1000	1	1	66.0	66.0
183	500079156	CATG00000000183.1	OSBPL6	1	0	0	0	1000	1	1	65.0	65.0
183	500080493	CATG00000000183.1	SLC4A4	1	0	0	0	1000	1	5	61.598	81.99
183	500087085	CATG00000000183.1	ACHE	1	0	0	0	1000	1	1	97.0	97.0
183	500100916	CATG00000000183.1	BRMS1L	1	0	0	0	1000	1	1	74.0	74.0
183	500103034	CATG00000000183.1	NDRG4	1	0	0	0	1000	1	1	76.0	76.0
183	500104450	CATG00000000183.1	SPAG1	1	0	0	0	1000	1	1	104.0	104.0
183	500110975	CATG00000000183.1	SYT10	1	0	0	0	1000	1	1	79.0	79.0
183	500111783	CATG00000000183.1	RFX4	1	0	0	0	1000	1	3	81.67	129.01
183	500111785	CATG00000000183.1	RIC8B	1	0	0	0	1000	1	1	51.0	51.0
183	500111912	CATG00000000183.1	NCOA7	1	0	0	0	1000	1	1	81.0	81.0
183	500115183	CATG00000000183.1	TANC1	1	0	0	0	1000	1	3	63.663333	83.99
183	500115808	CATG00000000183.1	STRN	1	0	0	0	1000	1	3	77.333333	82.99
183	500117020	CATG00000000183.1	AKT3	1	0	0	0	1000	1	3	62.666667	73.0
183	500117174	CATG00000000183.1	ZNHIT6	1	0	0	0	1000	1	1	78.01	78.01
183	500117475	CATG00000000183.1	BLZF1	1	0	0	0	1000	1	1	61.0	61.0
183	500117477	CATG00000000183.1	CCDC181	1	0	0	0	1000	1	1	78.01	78.01
183	500117971	CATG00000000183.1	CHRNB4	1	0	0	0	1000	1	2	54.5	56.0
183	500122970	CATG00000000183.1	IFT81	1	0	0	0	1000	1	1	83.0	83.0
183	500123636	CATG00000000183.1	BAZ2B	1	0	0	0	1000	1	1	92.0	92.0
183	500124772	CATG00000000183.1	CPNE5	1	0	0	0	1000	1	1	155.0	155.0
183	500124920	CATG00000000183.1	MYRF	1	0	0	0	1000	1	1	85.0	85.0
183	500127928	CATG00000000183.1	GNGT1	1	0	0	0	1000	1	1	84.99	84.99
183	500128655	CATG00000000183.1	PDE11A	1	0	0	0	1000	1	2	62.0	66.0
183	500134532	CATG00000000183.1	SOX5	1	0	0	0	1000	1	7	67.142857	99.0
183	500137766	CATG00000000183.1	UNC13C	1	0	0	0	1000	1	4	62.25	67.0
183	500138193	CATG00000000183.1	PLCE1	1	0	0	0	1000	1	4	66.7525	94.01
183	500138622	CATG00000000183.1	HCN4	1	0	0	0	1000	1	2	53.5	56.0
183	500141404	CATG00000000183.1	GNAL	1	0	0	0	1000	1	2	69.0	70.0
183	500141425	CATG00000000183.1	RPRD1A	1	0	0	0	1000	1	1	61.0	61.0
183	500143153	CATG00000000183.1	ATP1B1	1	0	0	0	1000	1	1	64.0	64.0
183	500143156	CATG00000000183.1	NME7	1	0	0	0	1000	1	1	61.0	61.0
183	500144278	CATG00000000183.1	GALNT13	1	0	0	0	1000	1	2	63.5	66.0
183	500145428	CATG00000000183.1	RNF175	1	0	0	0	1000	1	1	74.0	74.0
183	500146021	CATG00000000183.1	KLHL3	1	0	0	0	1000	1	2	66.5	68.0
183	500149633	CATG00000000183.1	KIAA1755	1	0	0	0	1000	1	1	105.99	105.99
183	500151276	CATG00000000183.1	MAGI1	1	0	0	0	1000	1	5	65.8	80.0
183	500151693	CATG00000000183.1	ASAP2	1	0	0	0	1000	1	1	81.99	81.99
183	500152217	CATG00000000183.1	SETBP1	1	0	0	0	1000	1	3	60.0	66.0
183	500152582	CATG00000000183.1	SPEF2	1	0	0	0	1000	1	1	102.99	102.99
183	500156113	CATG00000000183.1	KCNMA1	1	0	0	0	1000	1	6	62.333333	90.0
183	500156966	CATG00000000183.1	B3GNT7	1	0	0	0	1000	1	1	60.0	60.0
183	500157388	CATG00000000183.1	CACNA1D	1	0	0	0	1000	1	1	53.0	53.0
183	500158258	CATG00000000183.1	CLSTN2	1	0	0	0	1000	1	4	88.7525	127.0
183	500158445	CATG00000000183.1	KCNB1	1	0	0	0	1000	1	1	66.0	66.0
183	500162643	CATG00000000183.1	WDR63	1	0	0	0	1000	1	1	60.0	60.0
183	500163629	CATG00000000183.1	PTPN13	1	0	0	0	1000	1	1	98.0	98.0
183	500164303	CATG00000000183.1	ENPP6	1	0	0	0	1000	1	1	56.0	56.0
183	500165424	CATG00000000183.1	ZCCHC24	1	0	0	0	1000	1	1	248.99	248.99
183	500165995	CATG00000000183.1	CACNB2	1	0	0	0	1000	1	4	62.25	86.0
183	500168026	CATG00000000183.1	TTC21A	1	0	0	0	1000	1	1	84.99	84.99
183	500168702	CATG00000000183.1	LRP1B	1	0	0	0	1000	1	4	66.5	81.0
183	500169744	CATG00000000183.1	LDB2	1	0	0	0	1000	1	5	85.0	134.0
183	500171189	CATG00000000183.1	GRIK1	1	0	0	0	1000	1	1	75.0	75.0
183	500171502	CATG00000000183.1	COL24A1	1	0	0	0	1000	1	1	56.0	56.0
183	500178568	CATG00000000183.1	ERBB4	1	0	0	0	1000	1	6	74.166667	135.0
183	500183023	CATG00000000183.1	SLC8A1	1	0	0	0	1000	1	2	60.5	67.0
183	500183049	CATG00000000183.1	CAMK1D	1	0	0	0	1000	1	2	79.0	103.0
183	500184792	CATG00000000183.1	OSBP2	1	0	0	0	1000	1	1	183.99	183.99
183	500186510	CATG00000000183.1	CLCNKA	1	0	0	0	1000	1	1	51.0	51.0
183	500196376	CATG00000000183.1	SLC35F1	1	0	0	0	1000	1	2	59.5	66.0
183	500198597	CATG00000000183.1	ZNF536	1	0	0	0	1000	1	2	55.0	58.0
183	500198915	CATG00000000183.1	RASGEF1A	1	0	0	0	1000	1	1	336.01	336.01
183	500198929	CATG00000000183.1	NOS1AP	1	0	0	0	1000	1	1	67.0	67.0
183	500214944	CATG00000000183.1	ARHGEF28	1	0	0	0	1000	1	5	57.6	72.0
183	500226912	CATG00000000183.1	ISCA2P1	1	0	0	0	1000	1	1	61.0	61.0
183	500234838	CATG00000000183.1	RP11-5P22.1	1	0	0	0	1000	1	1	57.0	57.0
183	500240393	CATG00000000183.1	RP11-768G7.1	1	0	0	0	1000	1	1	53.0	53.0
183	500266421	CATG00000000183.1	MIR4451	1	0	0	0	1000	1	1	60.0	60.0
370	83504	CATG00000000370.1	CATG00000083504.1	1	0	0	0	1000	1	1	91.0	91.0
370	500075945	CATG00000000370.1	KIFAP3	1	0	0	0	1000	1	1	60.0	60.0
370	500078814	CATG00000000370.1	MYH7B	1	1	0	0	1100	2	2	64.5	72.0
370	500109794	CATG00000000370.1	FAM149A	1	1	0	0	1100	2	2	62.0	66.0
370	500116329	CATG00000000370.1	OPRD1	0	1	0	0	0100	1	1	61.0	61.0
370	500118276	CATG00000000370.1	B4GALT6	1	1	0	0	1100	2	2	61.0	65.0
370	500130477	CATG00000000370.1	UNC13A	1	0	0	0	1000	1	1	61.0	61.0
370	500135709	CATG00000000370.1	KIAA0513	1	1	0	0	1100	2	2	59.505	63.01
370	500140798	CATG00000000370.1	ABCC12	1	0	0	0	1000	1	1	59.0	59.0
370	500142149	CATG00000000370.1	HUNK	1	0	0	0	1000	1	3	58.333333	67.0
370	500151150	CATG00000000370.1	ANK3	1	1	0	0	1100	2	6	55.666667	63.0
370	500155816	CATG00000000370.1	FMN2	1	0	0	0	1000	1	3	56.333333	61.0
370	500157087	CATG00000000370.1	ATP2B2	1	1	1	0	1110	3	7	63.285714	78.0
370	500166800	CATG00000000370.1	LDHAL6A	1	1	0	0	1100	2	2	53.5	54.0
370	500169862	CATG00000000370.1	CTNND2	1	1	0	0	1100	2	8	58.375	67.0
370	500172264	CATG00000000370.1	MACROD2	1	0	0	0	1000	1	3	57.333333	67.0
370	500174469	CATG00000000370.1	CNTNAP2	1	0	0	0	1000	1	2	61.0	69.0
370	500177182	CATG00000000370.1	CLVS1	1	1	0	0	1100	2	3	54.0	60.0
370	500182329	CATG00000000370.1	AC079354.1	1	0	0	0	1000	1	1	52.0	52.0
370	500184305	CATG00000000370.1	CCSER1	1	0	0	0	1000	1	4	60.75	69.0
370	500185046	CATG00000000370.1	ANKS1B	1	1	0	0	1100	2	7	58.0	67.0
370	500258759	CATG00000000370.1	RP11-1012A1.7	1	0	0	0	1000	1	1	69.0	69.0
523	14806	CATG00000000523.1	CATG00000014806.1	1	0	0	0	1000	1	1	68.0	68.0
523	33595	CATG00000000523.1	CATG00000033595.1	1	0	0	0	1000	1	1	68.0	68.0
523	58631	CATG00000000523.1	CATG00000058631.1	1	0	0	0	1000	1	1	63.0	63.0
523	66491	CATG00000000523.1	CATG00000066491.1	1	0	0	0	1000	1	1	63.0	63.0
523	73317	CATG00000000523.1	CATG00000073317.1	1	0	0	0	1000	1	1	61.0	61.0
523	500008516	CATG00000000523.1	MMP25	1	0	1	0	1010	2	2	53.0	55.0
523	500012779	CATG00000000523.1	ALOX5	1	1	0	0	1100	2	2	62.5	66.0
523	500013810	CATG00000000523.1	TACC3	1	1	0	0	1100	2	2	52.5	53.0
523	500020633	CATG00000000523.1	RUNX3	1	0	0	0	1000	1	1	66.0	66.0
523	500025293	CATG00000000523.1	PHF20	1	0	1	0	1010	2	2	56.0	57.0
523	500025708	CATG00000000523.1	TYMP	1	1	0	0	1100	2	2	52.5	53.0
523	500025770	CATG00000000523.1	NCAPH2	1	1	0	0	1100	2	2	55.5	59.0
523	500026297	CATG00000000523.1	RNASET2	1	0	0	0	1000	1	1	61.0	61.0
523	500034713	CATG00000000523.1	GABARAPL2	1	0	0	0	1000	1	1	55.0	55.0
523	500054967	CATG00000000523.1	RELT	1	1	0	0	1100	2	2	56.5	61.0
523	500054983	CATG00000000523.1	GALC	1	1	0	0	1100	2	2	54.5	55.0
523	500056558	CATG00000000523.1	TRAF1	1	1	1	0	1110	3	3	53.333333	55.0
523	500057657	CATG00000000523.1	PRDM1	1	0	0	0	1000	1	1	55.0	55.0
523	500059758	CATG00000000523.1	CDK17	0	0	1	0	0010	1	1	53.0	53.0
523	500061656	CATG00000000523.1	SPAG4	0	0	1	0	0010	1	1	59.0	59.0
523	500062716	CATG00000000523.1	VMP1	1	0	0	0	1000	1	1	68.0	68.0
523	500064225	CATG00000000523.1	ST3GAL6	1	1	1	0	1110	3	4	61.75	72.0
523	500070759	CATG00000000523.1	TESK2	1	1	0	0	1100	2	3	53.333333	56.0
523	500072682	CATG00000000523.1	P4HA2	1	1	0	0	1100	2	2	58.5	65.0
523	500074319	CATG00000000523.1	TSG101	0	1	0	0	0100	1	1	58.0	58.0
523	500080815	CATG00000000523.1	PSEN1	1	1	0	0	1100	2	2	57.5	62.0
523	500081237	CATG00000000523.1	PTPRC	1	0	0	0	1000	1	2	56.5	58.0
523	500086062	CATG00000000523.1	B4GALT1	1	0	1	0	1010	2	2	54.0	55.0
523	500088053	CATG00000000523.1	GP6	1	0	1	0	1010	2	2	69.5	83.0
523	500088340	CATG00000000523.1	FER1L4	1	0	0	0	1000	1	1	52.0	52.0
523	500089639	CATG00000000523.1	GMIP	1	0	0	0	1000	1	1	60.0	60.0
523	500089775	CATG00000000523.1	ZBTB25	0	1	0	0	0100	1	2	56.5	61.0
523	500095794	CATG00000000523.1	CREM	1	1	0	0	1100	2	2	55.0	55.0
523	500096746	CATG00000000523.1	HNRNPH3	0	0	1	0	0010	1	1	51.0	51.0
523	500099985	CATG00000000523.1	OSM	0	0	1	0	0010	1	1	53.0	53.0
