lncrna_core_id	target_core_id	lncrna_symbol	lncrna_human_ensembl_id	target_symbol	human	chimp	macaque	marmoset	conservation_label	conservation_count	species_count	supporting_regulation_count	mean_ba	max_ba
944	39482	CATG00000000944.1	CATG00000000944.1	CATG00000039482.1	1	0	0	0	1000	1	1	1	134.0	134.0
944	44674	CATG00000000944.1	CATG00000000944.1	CATG00000044674.1	1	0	0	0	1000	1	1	1	186.01	186.01
944	61639	CATG00000000944.1	CATG00000000944.1	CATG00000061639.1	1	0	0	0	1000	1	1	1	182.01	182.01
944	71563	CATG00000000944.1	CATG00000000944.1	CATG00000071563.1	1	0	0	0	1000	1	1	1	174.99	174.99
944	71708	CATG00000000944.1	CATG00000000944.1	CATG00000071708.1	1	0	0	0	1000	1	1	1	173.0	173.0
944	89895	CATG00000000944.1	CATG00000000944.1	CATG00000089895.1	1	0	0	0	1000	1	1	1	127.99	127.99
944	90731	CATG00000000944.1	CATG00000000944.1	CATG00000090731.1	1	0	0	0	1000	1	1	1	132.0	132.0
944	92121	CATG00000000944.1	CATG00000000944.1	CATG00000092121.1	1	0	0	0	1000	1	1	1	198.02	198.02
944	92952	CATG00000000944.1	CATG00000000944.1	CATG00000092952.1	1	0	0	0	1000	1	1	1	186.99	186.99
944	500005108	CATG00000000944.1	CATG00000000944.1	THSD7A	1	1	0	0	1100	2	2	2	127.495	154.99
944	500005379	CATG00000000944.1	CATG00000000944.1	BZRAP1	1	0	0	0	1000	1	1	1	181.99	181.99
944	500006071	CATG00000000944.1	CATG00000000944.1	ABCC8	1	0	0	0	1000	1	1	1	166.0	166.0
944	500006611	CATG00000000944.1	CATG00000000944.1	USH1C	1	0	0	0	1000	1	1	1	116.99	116.99
944	500007372	CATG00000000944.1	CATG00000000944.1	PAX6	1	0	0	0	1000	1	1	1	120.0	120.0
944	500008735	CATG00000000944.1	CATG00000000944.1	MAPK8IP2	1	0	0	0	1000	1	1	1	185.0	185.0
944	500010282	CATG00000000944.1	CATG00000000944.1	HHATL	1	0	0	0	1000	1	1	1	187.0	187.0
944	500011347	CATG00000000944.1	CATG00000000944.1	SYT7	1	0	0	0	1000	1	1	1	181.01	181.01
944	500011426	CATG00000000944.1	CATG00000000944.1	ANLN	1	0	0	0	1000	1	1	1	103.01	103.01
944	500021300	CATG00000000944.1	CATG00000000944.1	PLEKHB1	1	0	0	0	1000	1	1	1	104.99	104.99
944	500026652	CATG00000000944.1	CATG00000000944.1	AGPAT4	1	0	0	0	1000	1	1	1	196.01	196.01
944	500040608	CATG00000000944.1	CATG00000000944.1	RTN4R	1	0	0	0	1000	1	1	1	175.0	175.0
944	500043591	CATG00000000944.1	CATG00000000944.1	ADRB1	1	0	0	0	1000	1	1	1	193.0	193.0
944	500048991	CATG00000000944.1	CATG00000000944.1	R3HDM1	1	0	0	0	1000	1	1	1	177.01	177.01
944	500054803	CATG00000000944.1	CATG00000000944.1	CBLN4	1	0	0	0	1000	1	1	1	179.01	179.01
944	500055813	CATG00000000944.1	CATG00000000944.1	CCDC85A	1	0	0	0	1000	1	1	1	190.0	190.0
944	500058091	CATG00000000944.1	CATG00000000944.1	CDK14	1	0	0	0	1000	1	1	1	176.0	176.0
944	500058404	CATG00000000944.1	CATG00000000944.1	CAMK2B	1	0	0	0	1000	1	1	1	194.01	194.01
944	500067606	CATG00000000944.1	CATG00000000944.1	PRKCZ	1	0	0	0	1000	1	1	1	219.99	219.99
944	500070808	CATG00000000944.1	CATG00000000944.1	CAMK2A	1	0	0	0	1000	1	1	1	169.99	169.99
944	500073417	CATG00000000944.1	CATG00000000944.1	PDE8A	1	0	0	0	1000	1	1	1	147.0	147.0
944	500074211	CATG00000000944.1	CATG00000000944.1	PPP2R2C	1	1	0	0	1100	2	2	4	157.75	178.99
944	500077063	CATG00000000944.1	CATG00000000944.1	CTTNBP2	1	0	0	0	1000	1	1	1	194.0	194.0
944	500077080	CATG00000000944.1	CATG00000000944.1	ACTL6B	1	0	0	0	1000	1	1	1	173.99	173.99
944	500078295	CATG00000000944.1	CATG00000000944.1	ADCY2	1	0	0	0	1000	1	1	1	195.0	195.0
944	500078579	CATG00000000944.1	CATG00000000944.1	FGF20	1	0	0	0	1000	1	1	1	183.0	183.0
944	500080224	CATG00000000944.1	CATG00000000944.1	EPHA6	1	0	0	0	1000	1	1	1	179.0	179.0
944	500080644	CATG00000000944.1	CATG00000000944.1	CHRNA3	1	0	0	0	1000	1	1	1	182.99	182.99
944	500080709	CATG00000000944.1	CATG00000000944.1	KCNN2	1	0	0	0	1000	1	1	1	184.01	184.01
944	500080854	CATG00000000944.1	CATG00000000944.1	IGSF9B	1	1	0	0	1100	2	2	2	143.5	186.01
944	500081842	CATG00000000944.1	CATG00000000944.1	PCDHA6	0	1	0	0	0100	1	1	1	112.0	112.0
944	500083067	CATG00000000944.1	CATG00000000944.1	TRPM3	1	0	0	0	1000	1	1	1	127.0	127.0
944	500084710	CATG00000000944.1	CATG00000000944.1	EFR3B	1	1	0	0	1100	2	2	2	137.505	172.01
944	500084764	CATG00000000944.1	CATG00000000944.1	MAPRE3	1	0	0	0	1000	1	1	1	167.99	167.99
944	500087085	CATG00000000944.1	CATG00000000944.1	ACHE	1	0	0	0	1000	1	1	1	189.01	189.01
944	500091536	CATG00000000944.1	CATG00000000944.1	MYO15A	1	0	0	0	1000	1	1	1	178.99	178.99
944	500092758	CATG00000000944.1	CATG00000000944.1	COL9A3	1	0	0	0	1000	1	1	1	174.99	174.99
944	500100095	CATG00000000944.1	CATG00000000944.1	SEZ6L	1	0	0	0	1000	1	1	3	164.333333	171.0
944	500100427	CATG00000000944.1	CATG00000000944.1	MLC1	1	0	0	0	1000	1	1	1	199.99	199.99
944	500101098	CATG00000000944.1	CATG00000000944.1	RIMS4	1	0	0	0	1000	1	1	1	178.0	178.0
944	500101222	CATG00000000944.1	CATG00000000944.1	SPEF1	1	0	0	0	1000	1	1	1	182.99	182.99
944	500101489	CATG00000000944.1	CATG00000000944.1	CELF4	1	0	0	0	1000	1	1	3	175.336667	178.01
944	500102466	CATG00000000944.1	CATG00000000944.1	FGF14	1	0	0	0	1000	1	1	1	195.99	195.99
944	500102904	CATG00000000944.1	CATG00000000944.1	TSNAXIP1	1	0	0	0	1000	1	1	1	185.01	185.01
944	500103449	CATG00000000944.1	CATG00000000944.1	SALL1	1	0	0	0	1000	1	1	1	180.01	180.01
944	500104059	CATG00000000944.1	CATG00000000944.1	FAM189A1	1	0	0	0	1000	1	1	3	165.996667	179.99
944	500104381	CATG00000000944.1	CATG00000000944.1	GDAP1	1	0	0	0	1000	1	1	1	180.0	180.0
944	500105088	CATG00000000944.1	CATG00000000944.1	OLFM2	1	0	0	0	1000	1	1	1	179.01	179.01
944	500106069	CATG00000000944.1	CATG00000000944.1	CHN2	1	0	0	0	1000	1	1	1	190.99	190.99
944	500106113	CATG00000000944.1	CATG00000000944.1	CRHR2	1	0	0	0	1000	1	1	1	194.0	194.0
944	500106633	CATG00000000944.1	CATG00000000944.1	GCK	1	0	0	0	1000	1	1	1	183.0	183.0
944	500106689	CATG00000000944.1	CATG00000000944.1	LHX2	1	0	0	0	1000	1	1	1	182.99	182.99
944	500106852	CATG00000000944.1	CATG00000000944.1	LHX6	1	0	0	0	1000	1	1	1	126.01	126.01
944	500107864	CATG00000000944.1	CATG00000000944.1	CPEB3	1	0	0	0	1000	1	1	2	135.5	170.0
944	500107902	CATG00000000944.1	CATG00000000944.1	LHPP	1	0	0	0	1000	1	1	3	200.673333	227.02
944	500107954	CATG00000000944.1	CATG00000000944.1	NEURL	1	0	0	0	1000	1	1	2	193.995	195.0
944	500108379	CATG00000000944.1	CATG00000000944.1	WNT3	1	0	0	0	1000	1	1	1	180.01	180.01
944	500108387	CATG00000000944.1	CATG00000000944.1	SEPT4	1	0	0	0	1000	1	1	1	184.01	184.01
944	500108684	CATG00000000944.1	CATG00000000944.1	ASIC2	1	0	0	0	1000	1	1	1	174.99	174.99
944	500110436	CATG00000000944.1	CATG00000000944.1	SLC1A2	1	0	0	0	1000	1	1	1	179.99	179.99
944	500110786	CATG00000000944.1	CATG00000000944.1	PTPN5	1	0	0	0	1000	1	1	1	184.0	184.0
944	500111181	CATG00000000944.1	CATG00000000944.1	SLC6A12	1	0	0	0	1000	1	1	1	151.99	151.99
944	500111490	CATG00000000944.1	CATG00000000944.1	TBC1D30	1	0	0	0	1000	1	1	1	179.01	179.01
944	500112541	CATG00000000944.1	CATG00000000944.1	PDE10A	1	0	0	0	1000	1	1	2	183.01	189.01
944	500112619	CATG00000000944.1	CATG00000000944.1	PRPH2	1	0	0	0	1000	1	1	1	145.01	145.01
944	500113205	CATG00000000944.1	CATG00000000944.1	PCDHB3	1	0	0	0	1000	1	1	1	191.99	191.99
944	500114757	CATG00000000944.1	CATG00000000944.1	PEX5L	1	0	0	0	1000	1	1	1	128.99	128.99
944	500115194	CATG00000000944.1	CATG00000000944.1	SLC30A3	1	0	0	0	1000	1	1	1	192.01	192.01
944	500115355	CATG00000000944.1	CATG00000000944.1	CCDC88A	1	0	0	0	1000	1	1	1	103.01	103.01
944	500116574	CATG00000000944.1	CATG00000000944.1	RHOU	1	0	0	0	1000	1	1	1	173.0	173.0
944	500117020	CATG00000000944.1	CATG00000000944.1	AKT3	1	0	0	0	1000	1	1	1	178.99	178.99
944	500117154	CATG00000000944.1	CATG00000000944.1	IGSF21	1	0	0	0	1000	1	1	1	189.0	189.0
944	500117707	CATG00000000944.1	CATG00000000944.1	PROX1	1	0	0	0	1000	1	1	1	171.99	171.99
944	500117971	CATG00000000944.1	CATG00000000944.1	CHRNB4	1	1	0	0	1100	2	2	2	125.505	149.01
944	500118473	CATG00000000944.1	CATG00000000944.1	SGIP1	1	0	0	0	1000	1	1	1	151.01	151.01
944	500120088	CATG00000000944.1	CATG00000000944.1	CRHR1	1	0	0	0	1000	1	1	2	177.0	180.01
944	500120658	CATG00000000944.1	CATG00000000944.1	ENOX1	1	1	0	0	1100	2	2	2	141.495	167.99
944	500121871	CATG00000000944.1	CATG00000000944.1	SLITRK3	1	0	0	0	1000	1	1	1	176.99	176.99
944	500122574	CATG00000000944.1	CATG00000000944.1	WIPF3	1	0	0	0	1000	1	1	1	190.01	190.01
944	500124140	CATG00000000944.1	CATG00000000944.1	SLC12A5	1	1	0	0	1100	2	2	2	126.505	152.0
944	500124920	CATG00000000944.1	CATG00000000944.1	MYRF	1	0	0	0	1000	1	1	1	180.01	180.01
944	500125851	CATG00000000944.1	CATG00000000944.1	PCSK2	1	0	0	0	1000	1	1	1	214.0	214.0
944	500127914	CATG00000000944.1	CATG00000000944.1	AKAP9	1	0	0	0	1000	1	1	1	104.99	104.99
944	500128045	CATG00000000944.1	CATG00000000944.1	RASL11B	1	0	0	0	1000	1	1	1	170.99	170.99
944	500128203	CATG00000000944.1	CATG00000000944.1	ASPHD2	1	0	0	0	1000	1	1	1	180.0	180.0
944	500128285	CATG00000000944.1	CATG00000000944.1	MCHR1	1	0	0	0	1000	1	1	1	108.0	108.0
944	500128594	CATG00000000944.1	CATG00000000944.1	LRRC4	1	0	0	0	1000	1	1	1	130.0	130.0
944	500128683	CATG00000000944.1	CATG00000000944.1	GAD1	1	1	0	0	1100	2	2	2	150.0	195.0
944	500128739	CATG00000000944.1	CATG00000000944.1	SNRPN	0	1	0	0	0100	1	1	1	111.0	111.0
944	500128872	CATG00000000944.1	CATG00000000944.1	TMOD2	1	0	0	0	1000	1	1	1	188.99	188.99
944	500129990	CATG00000000944.1	CATG00000000944.1	SYT5	1	0	0	0	1000	1	1	1	187.99	187.99
944	500130287	CATG00000000944.1	CATG00000000944.1	NCAN	1	0	0	0	1000	1	1	1	190.99	190.99
944	500130477	CATG00000000944.1	CATG00000000944.1	UNC13A	1	0	0	0	1000	1	1	1	168.0	168.0
944	500130540	CATG00000000944.1	CATG00000000944.1	SULT4A1	1	0	0	0	1000	1	1	1	188.0	188.0
944	500130876	CATG00000000944.1	CATG00000000944.1	SLC7A10	1	0	0	0	1000	1	1	1	182.0	182.0
944	500132535	CATG00000000944.1	CATG00000000944.1	DLG4	1	0	0	0	1000	1	1	1	186.01	186.01
944	500132938	CATG00000000944.1	CATG00000000944.1	MTUS2	1	0	0	0	1000	1	1	2	178.995	191.99
944	500134222	CATG00000000944.1	CATG00000000944.1	PSRC1	0	1	0	0	0100	1	1	1	100.0	100.0
944	500134569	CATG00000000944.1	CATG00000000944.1	LRP4	1	0	0	0	1000	1	1	1	185.01	185.01
944	500135119	CATG00000000944.1	CATG00000000944.1	RNFT2	1	0	0	0	1000	1	1	2	158.995	167.99
944	500135250	CATG00000000944.1	CATG00000000944.1	SRPK2	1	0	0	0	1000	1	1	2	168.995	175.99
944	500135298	CATG00000000944.1	CATG00000000944.1	BAI3	1	0	0	0	1000	1	1	2	162.5	176.99
944	500135541	CATG00000000944.1	CATG00000000944.1	AHI1	1	1	0	0	1100	2	2	2	150.0	196.0
944	500135976	CATG00000000944.1	CATG00000000944.1	ANKRD36	1	0	0	0	1000	1	1	1	130.01	130.01
944	500136193	CATG00000000944.1	CATG00000000944.1	SCRN1	1	0	0	0	1000	1	1	1	183.01	183.01
944	500136237	CATG00000000944.1	CATG00000000944.1	RAPGEF5	1	0	0	0	1000	1	1	2	165.505	187.0
944	500136960	CATG00000000944.1	CATG00000000944.1	ENPP2	1	0	0	0	1000	1	1	1	100.0	100.0
944	500137727	CATG00000000944.1	CATG00000000944.1	ARHGAP20	1	0	0	0	1000	1	1	2	156.005	197.0
944	500137821	CATG00000000944.1	CATG00000000944.1	LRRC49	1	0	0	0	1000	1	1	1	180.0	180.0
944	500137843	CATG00000000944.1	CATG00000000944.1	PAK6	1	0	0	0	1000	1	1	1	176.01	176.01
944	500137941	CATG00000000944.1	CATG00000000944.1	TTLL7	1	0	0	0	1000	1	1	1	203.0	203.0
944	500138028	CATG00000000944.1	CATG00000000944.1	CGREF1	1	1	0	0	1100	2	2	2	146.5	186.0
944	500138443	CATG00000000944.1	CATG00000000944.1	ABI2	1	0	0	0	1000	1	1	1	197.0	197.0
944	500139352	CATG00000000944.1	CATG00000000944.1	ASCL1	1	0	0	0	1000	1	1	1	160.01	160.01
944	500140386	CATG00000000944.1	CATG00000000944.1	SCAPER	1	0	0	0	1000	1	1	2	130.505	161.01
944	500140479	CATG00000000944.1	CATG00000000944.1	PCSK6	1	0	0	0	1000	1	1	2	169.0	191.99
944	500140557	CATG00000000944.1	CATG00000000944.1	ST8SIA2	1	0	0	0	1000	1	1	1	175.0	175.0
944	500143126	CATG00000000944.1	CATG00000000944.1	CELSR2	1	0	0	0	1000	1	1	1	188.0	188.0
944	500144278	CATG00000000944.1	CATG00000000944.1	GALNT13	1	0	0	0	1000	1	1	1	117.99	117.99
944	500144290	CATG00000000944.1	CATG00000000944.1	SLC4A10	1	0	0	0	1000	1	1	1	173.0	173.0
944	500145734	CATG00000000944.1	CATG00000000944.1	BDP1	1	0	0	0	1000	1	1	1	206.01	206.01
944	500145934	CATG00000000944.1	CATG00000000944.1	TENM2	1	0	0	0	1000	1	1	1	161.99	161.99
944	500146122	CATG00000000944.1	CATG00000000944.1	DAAM2	1	0	0	0	1000	1	1	1	171.0	171.0
944	500146216	CATG00000000944.1	CATG00000000944.1	TTBK1	1	1	0	0	1100	2	2	2	138.505	173.0
944	500148053	CATG00000000944.1	CATG00000000944.1	NTRK2	1	0	0	0	1000	1	1	1	175.0	175.0
944	500148798	CATG00000000944.1	CATG00000000944.1	INA	1	0	0	0	1000	1	1	1	127.0	127.0
944	500149488	CATG00000000944.1	CATG00000000944.1	TMC2	1	0	0	0	1000	1	1	1	151.0	151.0
944	500149571	CATG00000000944.1	CATG00000000944.1	KIRREL3	1	0	0	0	1000	1	1	1	123.0	123.0
944	500151914	CATG00000000944.1	CATG00000000944.1	DST	1	0	0	0	1000	1	1	1	190.01	190.01
944	500152154	CATG00000000944.1	CATG00000000944.1	TMEM178A	1	0	0	0	1000	1	1	1	179.01	179.01
944	500152402	CATG00000000944.1	CATG00000000944.1	GUCY1A2	1	0	0	0	1000	1	1	1	127.0	127.0
944	500154027	CATG00000000944.1	CATG00000000944.1	AK5	1	0	0	0	1000	1	1	2	163.0	194.0
944	500154316	CATG00000000944.1	CATG00000000944.1	TDH	1	0	0	0	1000	1	1	1	167.01	167.01
944	500154898	CATG00000000944.1	CATG00000000944.1	CCDC144CP	1	0	0	0	1000	1	1	1	100.0	100.0
944	500154917	CATG00000000944.1	CATG00000000944.1	RAB6B	1	0	0	0	1000	1	1	1	184.0	184.0
944	500155093	CATG00000000944.1	CATG00000000944.1	PTPRN2	1	0	0	0	1000	1	1	9	199.332222	236.0
944	500155816	CATG00000000944.1	CATG00000000944.1	FMN2	1	0	0	0	1000	1	1	3	196.67	201.01
944	500155886	CATG00000000944.1	CATG00000000944.1	SLC24A2	0	1	0	0	0100	1	1	1	101.0	101.0
944	500156011	CATG00000000944.1	CATG00000000944.1	PSD3	1	0	0	0	1000	1	1	2	154.495	181.99
944	500156299	CATG00000000944.1	CATG00000000944.1	TIAM1	1	1	0	0	1100	2	2	3	134.326667	197.99
944	500157087	CATG00000000944.1	CATG00000000944.1	ATP2B2	1	0	0	0	1000	1	1	3	169.003333	181.01
944	500157388	CATG00000000944.1	CATG00000000944.1	CACNA1D	1	0	0	0	1000	1	1	1	178.0	178.0
944	500157851	CATG00000000944.1	CATG00000000944.1	DPYSL5	1	0	0	0	1000	1	1	2	170.51	182.01
944	500157890	CATG00000000944.1	CATG00000000944.1	MEGF11	1	0	0	0	1000	1	1	2	185.5	191.99
944	500157927	CATG00000000944.1	CATG00000000944.1	RADIL	1	0	0	0	1000	1	1	1	167.01	167.01
944	500158258	CATG00000000944.1	CATG00000000944.1	CLSTN2	1	0	0	0	1000	1	1	3	148.336667	195.0
944	500158806	CATG00000000944.1	CATG00000000944.1	NPM2	1	0	0	0	1000	1	1	1	112.0	112.0
944	500158865	CATG00000000944.1	CATG00000000944.1	SLC5A11	1	0	0	0	1000	1	1	1	171.0	171.0
944	500158887	CATG00000000944.1	CATG00000000944.1	MPZ	1	0	0	0	1000	1	1	1	174.0	174.0
944	500160145	CATG00000000944.1	CATG00000000944.1	KALRN	1	0	0	0	1000	1	1	1	182.99	182.99
944	500160161	CATG00000000944.1	CATG00000000944.1	CILP2	1	0	0	0	1000	1	1	1	187.01	187.01
944	500160469	CATG00000000944.1	CATG00000000944.1	BRSK1	1	1	0	0	1100	2	2	2	142.5	178.0
944	500162706	CATG00000000944.1	CATG00000000944.1	CADM3	1	0	0	0	1000	1	1	1	122.0	122.0
944	500162981	CATG00000000944.1	CATG00000000944.1	FAM84A	1	0	0	0	1000	1	1	1	181.01	181.01
944	500163331	CATG00000000944.1	CATG00000000944.1	DAPL1	1	0	0	0	1000	1	1	1	152.99	152.99
944	500163462	CATG00000000944.1	CATG00000000944.1	TRIM46	0	1	0	0	0100	1	1	1	107.99	107.99
944	500163590	CATG00000000944.1	CATG00000000944.1	PPM1L	1	0	0	0	1000	1	1	1	186.01	186.01
944	500163793	CATG00000000944.1	CATG00000000944.1	DNAJC5G	1	0	0	0	1000	1	1	1	123.0	123.0
944	500164061	CATG00000000944.1	CATG00000000944.1	BSN	1	0	0	0	1000	1	1	2	182.0	182.99
944	500164076	CATG00000000944.1	CATG00000000944.1	CAMKV	1	0	0	0	1000	1	1	1	178.0	178.0
944	500164199	CATG00000000944.1	CATG00000000944.1	GPR98	1	0	0	0	1000	1	1	1	175.0	175.0
944	500164270	CATG00000000944.1	CATG00000000944.1	HTR4	1	0	0	0	1000	1	1	1	182.99	182.99
944	500165061	CATG00000000944.1	CATG00000000944.1	ZMAT4	1	0	0	0	1000	1	1	1	102.0	102.0
944	500165185	CATG00000000944.1	CATG00000000944.1	KIAA1958	1	0	0	0	1000	1	1	1	197.0	197.0
944	500165323	CATG00000000944.1	CATG00000000944.1	FAT3	1	0	0	0	1000	1	1	2	147.5	183.0
944	500165795	CATG00000000944.1	CATG00000000944.1	NDRG2	1	0	0	0	1000	1	1	1	164.01	164.01
944	500165966	CATG00000000944.1	CATG00000000944.1	PDZRN4	1	0	0	0	1000	1	1	1	174.01	174.01
944	500167191	CATG00000000944.1	CATG00000000944.1	GPRC5B	1	0	0	0	1000	1	1	1	180.99	180.99
944	500167281	CATG00000000944.1	CATG00000000944.1	RBFOX3	1	0	0	0	1000	1	1	3	157.666667	180.01
944	500168309	CATG00000000944.1	CATG00000000944.1	FAM107A	1	0	0	0	1000	1	1	1	120.0	120.0
944	500168546	CATG00000000944.1	CATG00000000944.1	GFRA2	1	0	0	0	1000	1	1	1	135.0	135.0
944	500168754	CATG00000000944.1	CATG00000000944.1	FAM178B	1	0	0	0	1000	1	1	1	218.02	218.02
944	500168952	CATG00000000944.1	CATG00000000944.1	STXBP6	1	0	0	0	1000	1	1	1	180.99	180.99
944	500169744	CATG00000000944.1	CATG00000000944.1	LDB2	1	0	0	0	1000	1	1	2	143.0	151.0
944	500169758	CATG00000000944.1	CATG00000000944.1	C15orf27	1	0	0	0	1000	1	1	1	163.99	163.99
944	500169836	CATG00000000944.1	CATG00000000944.1	TACR3	1	0	0	0	1000	1	1	1	158.0	158.0
944	500169992	CATG00000000944.1	CATG00000000944.1	NLGN2	1	0	0	0	1000	1	1	1	107.0	107.0
944	500170579	CATG00000000944.1	CATG00000000944.1	DLGAP1	1	0	0	0	1000	1	1	3	165.006667	178.01
944	500171368	CATG00000000944.1	CATG00000000944.1	TPPP	1	0	0	0	1000	1	1	1	165.01	165.01
944	500171435	CATG00000000944.1	CATG00000000944.1	KSR2	1	0	0	0	1000	1	1	1	104.99	104.99
944	500171450	CATG00000000944.1	CATG00000000944.1	CDK5R2	1	0	0	0	1000	1	1	1	126.01	126.01
944	500171587	CATG00000000944.1	CATG00000000944.1	DSCAM	1	0	0	0	1000	1	1	2	188.495	195.0
944	500171724	CATG00000000944.1	CATG00000000944.1	VAT1L	0	1	0	0	0100	1	1	1	103.0	103.0
944	500171962	CATG00000000944.1	CATG00000000944.1	LRRC48	1	0	0	0	1000	1	1	1	180.01	180.01
944	500172247	CATG00000000944.1	CATG00000000944.1	C1QTNF4	1	0	0	0	1000	1	1	1	170.99	170.99
944	500172260	CATG00000000944.1	CATG00000000944.1	NEGR1	1	0	0	0	1000	1	1	1	101.0	101.0
944	500172264	CATG00000000944.1	CATG00000000944.1	MACROD2	1	1	0	0	1100	2	2	2	143.5	184.99
944	500173175	CATG00000000944.1	CATG00000000944.1	ADCY5	1	0	0	0	1000	1	1	1	183.0	183.0
944	500173320	CATG00000000944.1	CATG00000000944.1	STOX2	1	0	0	0	1000	1	1	3	175.993333	180.99
944	500175161	CATG00000000944.1	CATG00000000944.1	CADM2	1	0	0	0	1000	1	1	4	153.755	198.99
944	500175426	CATG00000000944.1	CATG00000000944.1	PCSK1	1	0	0	0	1000	1	1	1	101.0	101.0
944	500175806	CATG00000000944.1	CATG00000000944.1	MSRA	1	0	0	0	1000	1	1	4	140.75	180.01
944	500175874	CATG00000000944.1	CATG00000000944.1	CREG2	1	0	0	0	1000	1	1	1	150.01	150.01
944	500176244	CATG00000000944.1	CATG00000000944.1	ACBD7	0	1	0	0	0100	1	1	1	101.0	101.0
944	500176406	CATG00000000944.1	CATG00000000944.1	RIMS2	1	1	0	0	1100	2	2	3	156.666667	216.0
944	500176595	CATG00000000944.1	CATG00000000944.1	KBTBD11	1	0	0	0	1000	1	1	1	198.02	198.02
944	500176601	CATG00000000944.1	CATG00000000944.1	MAP3K19	1	1	0	0	1100	2	2	2	143.0	182.0
944	500176769	CATG00000000944.1	CATG00000000944.1	TCERG1L	1	0	0	0	1000	1	1	2	176.0	179.01
944	500177103	CATG00000000944.1	CATG00000000944.1	DSCAML1	1	0	0	0	1000	1	1	2	189.0	199.01
944	500178538	CATG00000000944.1	CATG00000000944.1	CA8	1	0	0	0	1000	1	1	1	178.0	178.0
944	500179242	CATG00000000944.1	CATG00000000944.1	CDH4	1	0	0	0	1000	1	1	2	167.505	168.01
944	500179292	CATG00000000944.1	CATG00000000944.1	TMEM151A	1	0	0	0	1000	1	1	1	180.0	180.0
944	500179399	CATG00000000944.1	CATG00000000944.1	GPC5	1	0	0	0	1000	1	1	1	188.0	188.0
944	500179915	CATG00000000944.1	CATG00000000944.1	NRXN1	1	0	0	0	1000	1	1	2	127.0	130.0
944	500180828	CATG00000000944.1	CATG00000000944.1	BHLHE22	1	0	0	0	1000	1	1	1	172.0	172.0
944	500181085	CATG00000000944.1	CATG00000000944.1	MAPK15	1	0	0	0	1000	1	1	1	175.01	175.01
944	500181409	CATG00000000944.1	CATG00000000944.1	AATK	1	0	0	0	1000	1	1	1	173.01	173.01
944	500182329	CATG00000000944.1	CATG00000000944.1	AC079354.1	1	0	0	0	1000	1	1	1	177.01	177.01
944	500182621	CATG00000000944.1	CATG00000000944.1	PLCB1	1	0	0	0	1000	1	1	2	126.505	138.01
944	500182667	CATG00000000944.1	CATG00000000944.1	NTM	1	0	0	0	1000	1	1	1	167.0	167.0
944	500182901	CATG00000000944.1	CATG00000000944.1	RGS7	1	0	0	0	1000	1	1	3	163.0	182.0
944	500183023	CATG00000000944.1	CATG00000000944.1	SLC8A1	1	0	0	0	1000	1	1	1	176.0	176.0
